what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322648814474
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322648818365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322648831177
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322648832927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322648836771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322648838380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322648845365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322648893271
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322648895458
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322648900443
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1322648900443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322648913083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322648977708
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322649001177
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322649036193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322649041927
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322649045146
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322649048458
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322649073333
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322649077661
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322649085271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322649089130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322649857021
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322649859583
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322649867443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322649869536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322649872146
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1322649873255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322649874146
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322649875677
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322649880365
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322649881396
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322649882755
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1322649887771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322649917818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322649919005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322649930193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322649984396
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322649986115
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322649987599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322649992068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652343474
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322652345458
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322652346677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322652350208
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1322652357318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322652358318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322652362286
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652364536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322652372349
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652373896
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652374568
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322652375318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322652375911
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652377099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322652377771
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652378599
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322652379005
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1322652379193
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652379490
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652380318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322652380880
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1322652381115
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652381521
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652382911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322652383474
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652384146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322652384896
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652385693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322652386880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322652399615
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322652420193
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322652421505
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322652424708
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1322652427052
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1322652427099
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1322652427115
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322652437177
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1322652439458
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322652441927
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1322652448474
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322652463068
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1322652468349
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322652472318
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1322652483630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652514927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652517677
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1322652526740
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1322652593490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652614427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652675083
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322652678130
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322652680458
error,log,,,"Unhandled event loop exception",1322652680474
error,log,,,"Unhandled event loop exception",1322652681365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652691927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652706599
error,log,,,"Unhandled event loop exception",1322652706646
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322652709958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652717224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652721099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652730193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652742505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1322652742568
opened,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.menu.MenuEditor",1322652742677
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.menu.MenuEditor",1322652742708
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322652754318
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652763880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652791865
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.menu.MenuEditor",1322652793318
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652796849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652799099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652802833
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652802849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652802849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652808818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652832583
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652832583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652832599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652841130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652845130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652864036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652865583
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652865583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652865599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652886630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652887974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652890677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652895302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322652896927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322652907240
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652922849
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652924724
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322652934224
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1322652935333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1322652935818
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1322652936521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322652937068
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322652938193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322652953177
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322652973333
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.menu.MenuEditor",1322652978865
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322652979771
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.menu.MenuEditor",1322652986333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322652998896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322653013224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322653013224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322653013333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322653034615
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1322653040599
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1322653049333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1322653049599
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322653050818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322653057396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322653067021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322653150724
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322653156771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322653282349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322653368052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322653477458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322654163052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322654180208
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1322654180240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322654183724
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1322654192521
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1322654217083
